ingredient,cfp,wfp,mapping_type,mapped_item
Cacao,"3,16",15618,ingredient,COCOA POWDER
spiced rum,,,no_match,NO_MATCH
mixture,"4,99","2313,5",ingredient,FISH MIXED
flat bread,"0,86",667,ingredient,BREAD
green tea,"0,49",15897,ingredient,COFFEE GREEN*
ginger juice,"0,84",1657,ingredient,GINGER
amaranth,"0,88","3087,5",typology,SEEDS
apple brandy,"2,86",1140,ingredient,APPLE JUICE (I)
dark raisin,"0,81","2636,5",ingredient,RAISIN
quince,"0,64",526,ingredient,GOOSEBERRY
watermelon rind,"0,32",185,ingredient,WATERMELON
frozen raspberries,"1,18",748,ingredient,RASPBERRIES (F)*
vanilla pudding,"0,84",126505,ingredient,VANILLA BEAN
cayenne pepper sauce,"0,84","8280,0",typology,SPICIES
root,"0,27","554,8",ingredient,STARCHY ROOTS
roll wrap,,,no_match,NO_MATCH
seedless raisin,"0,81","2636,5",ingredient,RAISIN
szechwan pepper,"0,65",379,ingredient,PEPPER
glutinous rice flour,"0,87",2429,ingredient,RICE FLOUR & MEAL
fat-free evaporated milk,"1,44","1599,0",typology,ANIMAL MILK
fenugreek seed,"0,88","3087,5",typology,SEEDS
espresso coffee,"0,55",960,ingredient,COFFEE STRONG
crumbles,,,no_match,NO_MATCH
liquid honey,"1,74",,ingredient,HONEY*
chicken sausage,"5,99",6177,ingredient,SAUSAGES
reduced sodium soy sauce,"1,46",613,ingredient,SOY SAUCE
cooked wild rice,,,no_match,NO_MATCH
light mayonnaise,"1,46",572,ingredient,MAYONNAISE
teaspoon,,,no_match,NO_MATCH
gingerbread,,,no_match,NO_MATCH
chicken fillet,"3,68",3960,ingredient,CHICKEN BONE FREE MEAT
chicken breast tender,"3,68",3960,ingredient,CHICKEN BONE FREE MEAT
red leaf lettuce,"0,41",237,ingredient,LETTUCE
queso fresco,,,no_match,NO_MATCH
medium red onion,"0,22",290,ingredient,ONION
creole mustard,"0,84","8280,0",typology,SPICIES
vegetable stock cube,,,no_match,NO_MATCH
cheese blend,"8,93",5253,ingredient,CHEESE
hot chili sauce,"0,84","8280,0",typology,SPICIES
salt and black pepper,"0,65",379,ingredient,PEPPER
giardiniera,,,no_match,NO_MATCH
bottle beer,"0,69","155,0",typology,BEER
tamarind,"2,15","748,0",typology,FRUIT
Japanese eggplant,"0,19",362,ingredient,EGGPLANT
beef gravy,,,no_match,NO_MATCH
dried herb,,,no_match,NO_MATCH
Chex,"2,64","2196,5",typology,BREAKFAST CEREALS
large garlic clove,"0,25",589,ingredient,GARLIC
natural bran,"0,57","1618,0",typology,GRAINS
uncooked rice,"2,19",1597,ingredient,RICE*
medium yellow onion,"0,22",290,ingredient,ONION
large potato,"0,24",555,ingredient,POTATO
roasted peanut,"0,83",2782,ingredient,PEANUT
grated nutmeg,"0,84",34319,ingredient,NUTMEG
mustard green,"1,865","336,0",typology,VEGETABLES
shrimp paste,"5,67","1856,0",typology,SHELLFISH
tamarind pulp,"2,86","1019,0",typology,FRUIT JUICE
stem,"1,865","336,0",typology,VEGETABLES
chunks,,,no_match,NO_MATCH
hot cooked rice,"2,19",1597,ingredient,RICE*
fresh thyme,"0,84","8280,0",typology,SPICIES
low sodium chicken broth,,,no_match,NO_MATCH
dried chili pepper flake,"0,84","8280,0",typology,SPICIES
melted margarine,"1,39",1324,ingredient,MARGARINE*
yellow wax bean,"0,52",516,ingredient,BEAN (fresh)
almond essence,"1,88",11264,ingredient,ALMOND
blue curacao,,,no_match,NO_MATCH
peach liqueur,"0,39",910,ingredient,PEACH
coconut sugar,"0,78","1294,5",typology,SUGAR
barberry,,,no_match,NO_MATCH
Malibu rum,,,no_match,NO_MATCH
regular dry yeast,"3,29",,ingredient,YEAST DRIED*
sea scallop,"5,67","1856,0",typology,SHELLFISH
small tomato,"0,45",41,ingredient,TOMATO
Spanish onion,"0,22",290,ingredient,ONION
7-Up soda,,,no_match,NO_MATCH
coarse black pepper,"0,65",379,ingredient,PEPPER
dried tart cherry,"0,32",1411,ingredient,CHERRY SOUR
guava paste,"0,32",1800,ingredient,GUAVA
strawberry preserve,"0,61",413,ingredient,STRAWBERRY
Cointreau liqueur,,,no_match,NO_MATCH
red cayenne pepper,"0,84","8280,0",typology,SPICIES
garbanzo beans,"0,52","555,5",typology,LEGUMES
fat-free mayonnaise,"1,46",572,ingredient,MAYONNAISE
grape jelly,"0,31",608,ingredient,GRAPES
gel,,,no_match,NO_MATCH
cake crumb,,,no_match,NO_MATCH
poundcake mix,,,no_match,NO_MATCH
frozen spinach,"0,81",834,ingredient,SPINACH (F)
diced carrot,"0,24",195,ingredient,CARROT
extra-virgin olive oil,"3,27",14415,ingredient,OLIVE OIL
doughnut,,,no_match,NO_MATCH
whole wheat bread,"0,77",887,ingredient,BREAD WHOLE**
beet leaf,"1,865","336,0",typology,VEGETABLES
skewers,,,no_match,NO_MATCH
pepper jelly,"0,84","8280,0",typology,SPICIES
brioche,"0,86",667,ingredient,BREAD
deep dish pie shell,,,no_match,NO_MATCH
shortcrust pastry,,,no_match,NO_MATCH
teriyaki,"1,46",613,ingredient,SOY SAUCE
mustard seeds,"0,88",2809,ingredient,MUSTARD SEED
dried breadcrumb,"0,86","901,8",typology,BREAD
chiles,"0,65",379,ingredient,PEPPER
dry oregano,,,no_match,NO_MATCH
sweet rice flour,"0,87",2429,ingredient,RICE FLOUR & MEAL
matzoh,"0,86",667,ingredient,BREAD
rice krispie,"2,19",1597,ingredient,RICE*
Heath candy bar,"1,99","2158,0",typology,SWEETS
Hersheys Chocolate Syrup,"4,30",,ingredient,CHOCOLATE
iceberg lettuce,"0,41",237,ingredient,LETTUCE
sliced strawberry,"0,61",413,ingredient,STRAWBERRY
granola cereal,"2,64",2416,ingredient,OAT FLAKES
citron,,,no_match,NO_MATCH
ginger-garlic paste,"0,84","8280,0",typology,SPICIES
crema,"5,45",3838,ingredient,CREAM
dried Italian seasoning,,,no_match,NO_MATCH
large eggs,"3,20",2562,ingredient,EGGS*
dark chocolate chips,"3,16","20717,0",typology,CHOCOLATE
persimmon pulp,"2,15","748,0",typology,FRUIT
bread slice,"0,86",667,ingredient,BREAD
ground almonds,"1,88",11264,ingredient,ALMOND
chex,"2,64","2196,5",typology,BREAKFAST CEREALS
boneless skinless chicken breast half,"3,68",3960,ingredient,CHICKEN BONE FREE MEAT
mixed peel,"2,15","748,0",typology,FRUIT
chunky applesauce,,,no_match,NO_MATCH
melted,"3,16","20717,0",typology,CHOCOLATE
rice-a-roni,"2,19",1597,ingredient,RICE*
clams,"0,46",1856,ingredient,MUSSELS
sweetened whipped cream,"1,99","2158,0",typology,SWEETS
vegan butter,,,no_match,NO_MATCH
orange food coloring,,,no_match,NO_MATCH
cold coffee,"0,55","960,0",typology,COFFEE LIQUID
Karo,,,no_match,NO_MATCH
toffee bits,"1,99","2158,0",typology,SWEETS
container Cool Whip,"4,30","1599,0",typology,ICE CREAM
graham wafer crumbs,"0,98","1258,0",typology,CRACKERS
ground walnut,"2,06",11264,ingredient,WALNUT
herbes de provence,,,no_match,NO_MATCH
chocolate frosting,"4,30",,ingredient,CHOCOLATE
firmly packed brown sugar,"0,78","1294,5",typology,SUGAR
fresh cranberries,"0,64",276,ingredient,CRANBERRY
chocolate sprinkles,"4,30",,ingredient,CHOCOLATE
semisweet chocolate piece,"4,30",,ingredient,CHOCOLATE
cannellini beans,"0,52",516,ingredient,BEAN (fresh)
crushed graham cracker,"0,98","1258,0",typology,CRACKERS
Amarula cream liqueur,"5,45",3838,ingredient,CREAM
malted milk powder,"0,57",1950,ingredient,MALT
stuffing cube,"0,98","1258,0",typology,CRACKERS
Veg-All,"0,54","362,0",ingredient,VEGETABLES
halloumi,"8,20",5253,ingredient,MOZZARELLA
coffee ice cream,"4,30",,ingredient,ICE CREAM
lima beans,"0,52",516,ingredient,BEAN (fresh)
Italian seasoning,"0,84","8280,0",typology,SPICIES
rolls,,,no_match,NO_MATCH
rubbed sage,"0,84","8280,0",typology,SPICIES
nut butter,"1,84",,ingredient,PEANUT BUTTER
dried beef,,,no_match,NO_MATCH
Molly McButter,,,no_match,NO_MATCH
strawberry glaze,"0,61",413,ingredient,STRAWBERRY
whipped cream cheese,"8,93",5253,ingredient,CHEESE
butternut pumpkin,"0,24",336,ingredient,PUMPKIN
Butter Flavor Crisco,,,no_match,NO_MATCH
taco seasoning mix,,,no_match,NO_MATCH
fresh parmesan cheese,"8,93",5253,ingredient,CHEESE
blend,,,no_match,NO_MATCH
cream cheese frosting,"5,45",3838,ingredient,CREAM
bechamel,,,no_match,NO_MATCH
beef bouillon granule,,,no_match,NO_MATCH
Sweet n Low,"0,32",1604,ingredient,CHERRY SWEET
orange wedge,"0,30",654,ingredient,ORANGE
peach yogurt,"2,85",1540,ingredient,YOGURT FLAVOURED**
frozen limeade concentrate,"1,18","748,0",typology,FRUIT FROZEN
7-Up,,,no_match,NO_MATCH
passion fruit,"2,15","748,0",typology,FRUIT
carob powder,"3,16",15618,ingredient,COCOA POWDER
carrot juice,,,no_match,NO_MATCH
ciabatta roll,"0,86","901,8",typology,BREAD
fat-free half-and-half,,,no_match,NO_MATCH
sugar syrup,"0,78","1294,5",typology,SUGAR
tangerine peel,"2,15","748,0",typology,FRUIT
red snapper,"5,19","2313,5",typology,FISH
zinfandel,"0,66","524,0",typology,WINE
peach brandy,"0,39",910,ingredient,PEACH
template,,,no_match,NO_MATCH
yellow split pea,"0,45",1979,ingredient,PEA
mint jelly,"0,84",288,ingredient,PEPPERMINT
stir-fry sauce,"1,46",613,ingredient,SOY SAUCE
lychee,"2,15","748,0",typology,FRUIT
French mustard,"0,84","8280,0",typology,SPICIES
romaine lettuce heart,"0,41",237,ingredient,LETTUCE
hot pepper flake,"0,84","8280,0",typology,SPICIES
cinnamon roll,"1,99","2158,0",typology,SWEETS
ruby port,"0,66","524,0",typology,WINE
mixed nuts,"1,11",9063,ingredient,MIXED NUTS
raspberry Jell-O gelatin,,,no_match,NO_MATCH
red pepper sauce,,,no_match,NO_MATCH
black cardamom,"0,84",34319,ingredient,CARDAMOM
black tea leaf,,,no_match,NO_MATCH
muesli,,,no_match,NO_MATCH
peppermint tea bag,"0,84",288,ingredient,PEPPERMINT
beef shank,"17,96",10943,ingredient,BEEF MEAT WITH BONE*
soy margarine,,,no_match,NO_MATCH
bag,,,no_match,NO_MATCH
mixed fruit,"1,07",748,ingredient,EXOTIC FRUIT (I)
gingerbread mix,"0,84",1657,ingredient,GINGER
cocoa mix,"3,16",15618,ingredient,COCOA POWDER
red pepper powder,"0,65",379,ingredient,PEPPER
Applejack,,,no_match,NO_MATCH
orange strip,"0,30",654,ingredient,ORANGE
strong white bread flour,"0,87","1889,5",typology,GRAIN FLOUR
dash,,,no_match,NO_MATCH
pickling salt,,,no_match,NO_MATCH
hot pepper jelly,"0,65",379,ingredient,PEPPER
yellow mustard seed,"0,88",2809,ingredient,MUSTARD SEED
unsweetened coconut,"1,07",1971,ingredient,COCONUT (I)
sultana raisin,"0,81","2636,5",ingredient,RAISIN
celery seeds,"0,33","362,0",ingredient,CELERY
dashi,,,no_match,NO_MATCH
cassava,"0,27",1610,ingredient,DRIED CASSAVA
Broccolini,"0,57",336,ingredient,BROCCOLI
red pepper paste,"0,84","8280,0",typology,SPICIES
roast beef,,,no_match,NO_MATCH
bay leaf powder,,,no_match,NO_MATCH
filbert,,,no_match,NO_MATCH
dry basil,,,no_match,NO_MATCH
Dr. Pepper,,,no_match,NO_MATCH
skirt steak,,,no_match,NO_MATCH
ribs,,,no_match,NO_MATCH
sliced carrot,"0,24",195,ingredient,CARROT
chicken piece,"2,82",3330,ingredient,CHICKEN MEAT WITH BONE
minced fresh ginger,"0,84",1657,ingredient,GINGER
mixed nut,"1,11",9063,ingredient,MIXED NUTS
dried red pepper,"0,84","8280,0",typology,SPICIES
sparkling wine,"0,66","524,0",typology,WINE
custard,"4,30",,ingredient,ICE CREAM
florets,,,no_match,NO_MATCH
daikon,"0,25","272,0",ingredient,RADISH
radiatore,,,no_match,NO_MATCH
chestnuts,"1,11",2750,ingredient,CHESTNUT
nonfat plain yogurt,"2,55","1540,0",typology,YOGURT
tidbit,,,no_match,NO_MATCH
imitation crabmeat,"20,25",1856,ingredient,LOBSTER
violet,,,no_match,NO_MATCH
fructose,"0,78",1782,ingredient,FRUCTOSE
adobo seasoning,"0,84","8280,0",typology,SPICIES
instant malted milk powder,"0,57","2133,0",typology,"PROCESSED GRAINS (grouts, malt)"
wheat flake,"0,57","1618,0",typology,GRAINS
bunch,"0,31",608,ingredient,GRAPES
pitted date,"0,81","2636,5",ingredient,DATE
chopped,,,no_match,NO_MATCH
head lettuce,"0,41",237,ingredient,LETTUCE
Mrs. Dash seasoning mix,"0,84","8280,0",typology,SPICIES
salsa verde,"2,72","2174,0",typology,PESTO
perch,"5,19","2313,5",typology,FISH
onion seed,"0,88","3087,5",typology,SEEDS
cooked spaghetti,"1,21",1508,ingredient,PASTA*
tomato passata,,,no_match,NO_MATCH
beef cube steak,,,no_match,NO_MATCH
pimento pepper,"0,65",379,ingredient,PEPPER
baby corn,,,no_match,NO_MATCH
juniper berry,"2,15","748,0",typology,FRUIT
sriracha sauce,"0,84","8280,0",typology,SPICIES
dry active yeast,"3,29",,ingredient,YEAST DRIED*
flat beer,"0,96",155,ingredient,BEER IN GLASS
caraway seeds,"0,84",8280,ingredient,FENNEL SEEDS
ancho chile,"0,84","8280,0",typology,SPICIES
ancho chile powder,"0,84","8280,0",typology,SPICIES
truffle oil,"2,11","6792,0",typology,OIL
beef steak,"25,75",15139,ingredient,BEEF BONE FREE MEAT*
beef mince,,,no_match,NO_MATCH
green cabbage,"1,865","336,0",typology,VEGETABLES
sliced celery,"0,33","362,0",ingredient,CELERY
nonfat yogurt,"2,55","1540,0",typology,YOGURT
mixed green,"1,865","336,0",typology,VEGETABLES
dry lentil,"0,52",5874,ingredient,LENTIL
rib eye steak,,,no_match,NO_MATCH
ground meat,,,no_match,NO_MATCH
silken tofu,"2,27",1724,ingredient,TOFU
fresh gingerroot,"0,84",1657,ingredient,GINGER
golden brown sugar,"0,78","1294,5",typology,SUGAR
light coconut milk,"0,54",2030,ingredient,COCONUT MILK
small eggplant,"0,19",362,ingredient,EGGPLANT
five-spice,"0,84","8280,0",typology,SPICIES
bulgar,,,no_match,NO_MATCH
curacao,,,no_match,NO_MATCH
pickles,"1,865","336,0",typology,VEGETABLES
chopped coriander,"0,84",8280,ingredient,CORIANDER
Copha,,,no_match,NO_MATCH
grated fresh ginger,"0,84",1657,ingredient,GINGER
diced celery,"0,33","362,0",ingredient,CELERY
Asian chili sauce,"0,84","8280,0",typology,SPICIES
amaranth flour,,,no_match,NO_MATCH
Coco Lopez,"0,81",2093,ingredient,COCONUTS
nut oil,"2,11",7529,ingredient,PEANUT OIL
passion fruit juice,"2,86",675,ingredient,GRAPEFRUIT JUICE
brown rice syrup,"0,78","1294,5",typology,SUGAR
sazon,"0,84",731000,ingredient,SAFFRON
liverwurst,,,no_match,NO_MATCH
peanut sauce,"1,84",,ingredient,PEANUT BUTTER
soda water,"0,49",,ingredient,MINERAL WATER*
Chardonnay wine,"0,66","524,0",typology,WINE
hot chili oil,"0,84","8280,0",typology,SPICIES
broccoli coleslaw,"1,865","336,0",typology,VEGETABLES
candies,"4,30",,ingredient,CHOCOLATE
raw shrimp,"7,04","1856,0",ingredient,PRAWNS/SHRIMPS
orange gelatin,"0,30",654,ingredient,ORANGE
kidney,,,no_match,NO_MATCH
rice syrup,"0,78","1294,5",typology,SUGAR
limes,"0,34",642,ingredient,LIME
adzuki bean,"0,43",5053,ingredient,BEAN
bean paste,"1,46",572,ingredient,SOY PASTE
hot pepper flakes,"0,65",379,ingredient,PEPPER
Irish whiskey,,,no_match,NO_MATCH
onion soup,"0,22",290,ingredient,ONION
sunflower,"0,88",3366,ingredient,SUNFLOWER SEED
ovaltine,,,no_match,NO_MATCH
peppermint patty,"0,84",288,ingredient,PEPPERMINT
chopped red onion,"0,22",290,ingredient,ONION
Milky Way bar,"3,16",20717,ingredient,MILK CHOCOLATE
wax paper,,,no_match,NO_MATCH
vanilla pod,"0,84",126505,ingredient,VANILLA BEAN
dried banana,"0,34",748,ingredient,BANANA
spinach leaves,"0,34",292,ingredient,SPINACH
small potato,"0,24",555,ingredient,POTATO
lamb cutlet,"16,70",4362,ingredient,LAMB MEAT WITH BONE*
fat-free cool whip,,,no_match,NO_MATCH
bamboo skewer,,,no_match,NO_MATCH
Carnation Evaporated Milk,"1,44","1599,0",typology,ANIMAL MILK
banana extract,"0,34",748,ingredient,BANANA
passata,,,no_match,NO_MATCH
oregano leaf,,,no_match,NO_MATCH
preserved lemon,"0,34",642,ingredient,LEMON
cooked chicken breast,"3,68",3960,ingredient,CHICKEN BONE FREE MEAT
candied fruit,"0,81","2636,5",typology,DRIED FRUIT
pork belly,"3,44",4361,ingredient,PORK MEAT WITH BONE*
bars,,,no_match,NO_MATCH
malt drink powder,"0,57",1950,ingredient,MALT
whole chicken,"2,82",3330,ingredient,CHICKEN MEAT WITH BONE
gizzard,,,no_match,NO_MATCH
acid,"1,44",1599,ingredient,MILK ACID
turnip green,"0,25",195,ingredient,TURNIP
white beans,"0,43",5053,ingredient,BEAN
maple sugar,"0,78","1294,5",typology,SUGAR
instant chocolate pudding mix,"3,16","20717,0",typology,CHOCOLATE
napa cabbage,"1,865","336,0",typology,VEGETABLES
sandwich bun,"0,86",667,ingredient,BREAD
ancho chili,"0,84","8280,0",typology,SPICIES
chicken breast fillet,"3,68",3960,ingredient,CHICKEN BONE FREE MEAT
pastina,,,no_match,NO_MATCH
pinch,,,no_match,NO_MATCH
chicken breast half,"3,68",3960,ingredient,CHICKEN BONE FREE MEAT
table cream,"5,45",3838,ingredient,CREAM
chocolate soymilk,"0,78",2030,ingredient,SOY MILK
fiddlehead,,,no_match,NO_MATCH
curls,,,no_match,NO_MATCH
instant coffee powder,"0,55",960,ingredient,COFFEE SOLUBLE POWDER (L)
sorghum flour,"0,87","1889,5",ingredient,SORGHUM FLOUR
phyllo pastry sheet,,,no_match,NO_MATCH
rice bubbles,"2,19",1597,ingredient,RICE*
fresh lemon rind,"0,34",642,ingredient,LEMON
plum tomatoes,"1,865","336,0",typology,VEGETABLES
medium shrimp,"7,04","1856,0",ingredient,PRAWNS/SHRIMPS
seasoned dry bread crumb,"0,86","901,8",typology,BREAD
dried pineapple,"0,28",255,ingredient,PINEAPPLE
panir,,,no_match,NO_MATCH
chocolate sprinkle,"4,30",,ingredient,CHOCOLATE
dried mustard,"0,88",2809,ingredient,MUSTARD SEED
ripe olive,"0,64",3015,ingredient,OLIVES
sweet butter,"8,48",5659,ingredient,BUTTER*
whole almond,"1,88",11264,ingredient,ALMOND
slice tomato,"0,45",41,ingredient,TOMATO
Dutch-processed cocoa powder,"3,16",15618,ingredient,COCOA POWDER
chicory,"1,865","336,0",typology,VEGETABLES
dried ancho chile powder,"0,84","8280,0",typology,SPICIES
toasted wheat germ,,,no_match,NO_MATCH
lemon Jell-O gelatin,,,no_match,NO_MATCH
blackberry jam,,,no_match,NO_MATCH
shredded zucchini,"0,70",336,ingredient,ZUCCHINI
Grape-nuts cereal,"2,64","2196,5",typology,BREAKFAST CEREALS
sole fillet,"5,19","2313,5",ingredient,SOLE
quick oatmeal,"0,87",2536,ingredient,OAT MEAL
chocolate wafer cookie,"1,53",2902,ingredient,CHOCOLATE OR CREAM FILLED COOKIES**
miniature semisweet chocolate chips,"4,30",,ingredient,CHOCOLATE
instant rice,"2,19",1597,ingredient,RICE*
egg yolk,"3,20",3270,ingredient,EGG YOLKS
fruit pie filling,"2,15","748,0",typology,FRUIT
finely chopped walnut,"2,06",11264,ingredient,WALNUT
sugar cookie mix,,,no_match,NO_MATCH
English cucumber,"0,27",353,ingredient,CUCUMBER
Hershey chocolate kiss,"4,30",,ingredient,CHOCOLATE
dried dill weed,,,no_match,NO_MATCH
miniature semisweet chocolate chip,"4,30",,ingredient,CHOCOLATE
lemon-pepper,"0,84","8280,0",typology,SPICIES
canned milk,"1,44","1599,0",typology,ANIMAL MILK
dried sweetened cranberry,"0,64",276,ingredient,CRANBERRY
canned tuna,"2,10","2313,5",ingredient,TUNA IN CAN
tablespoon,,,no_match,NO_MATCH
corn niblet,"0,48",1191,ingredient,MAIZE
unsweetened baking chocolate,"3,16","20717,0",typology,CHOCOLATE
candy corn,"1,99","2158,0",typology,SWEETS
dark cocoa,"3,16",15618,ingredient,COCOA POWDER
shark,"5,19","2313,5",ingredient,SHARK
beef sausage,"5,99",6177,ingredient,SAUSAGES
non-dairy coffee creamer,"1,62",,ingredient,SOY CREAM*
Godiva original chocolate liqueur,"4,30",,ingredient,CHOCOLATE
cream sherry,"0,66","524,0",typology,WINE
twine,,,no_match,NO_MATCH
pork & beans,"2,26","555,5",ingredient,GREEN BEANS (F)
packed golden brown sugar,"0,78","1294,5",typology,SUGAR
bechamel sauce,,,no_match,NO_MATCH
mild Italian sausage,"5,99",6177,ingredient,SAUSAGES
green onion top,"0,22",290,ingredient,ONION
poblano chile,"0,84","8280,0",typology,SPICIES
cashew butter,"1,38",11264,ingredient,CASHEW NUT
naan,,,no_match,NO_MATCH
pastrami,,,no_match,NO_MATCH
jarlsberg cheese,"8,93",5253,ingredient,CHEESE
shredded lettuce,"0,41",237,ingredient,LETTUCE
neufchatel,"9,59",5253,ingredient,CAMEMBERT
cherry pepper,"0,65",379,ingredient,PEPPER
browns,,,no_match,NO_MATCH
lox,,,no_match,NO_MATCH
tamale,,,no_match,NO_MATCH
Velveeta,"5,45","5253,0",typology,CHEESE FRESH
vanilla instant pudding mix,,,no_match,NO_MATCH
low-fat buttermilk,"1,44","1599,0",typology,ANIMAL MILK
buttermilk biscuit,"1,47","1870,3",typology,BISCUITS
chicken meat,"3,68",3960,ingredient,CHICKEN BONE FREE MEAT
chicken soup,,,no_match,NO_MATCH
shredded swiss cheese,"9,59",5060,ingredient,CHEESE GRATED
camembert cheese,"9,59",5253,ingredient,CAMEMBERT
Bouquet,,,no_match,NO_MATCH
tortillas,"0,57",1081,ingredient,MAIZE GROATS
part-skim ricotta cheese,"5,45","2470,5",ingredient,RICOTTA
meatloaf mix,,,no_match,NO_MATCH
grated mozzarella cheese,"8,20",5253,ingredient,MOZZARELLA
mango sorbet,"0,31",1855,ingredient,MANGO
lemon sherbet,"0,34",642,ingredient,LEMON
pomegranate seeds,"0,32","1506,5",ingredient,POMEGRANATE
cherry gelatin,"0,46","1506,5",ingredient,CHERRY
cinnamon applesauce,,,no_match,NO_MATCH
raspberry yogurt,"2,55","1540,0",typology,YOGURT
guava juice,"0,32",1800,ingredient,GUAVA
rose wine,"0,66",524,ingredient,WINE*
frozen yogurt,"2,55",1540,ingredient,YOGURT FLAVORED
frozen pink lemonade concentrate,"1,18","748,0",typology,FRUIT FROZEN
dehydrated onion,"0,22",290,ingredient,ONION
string,"0,33",547,ingredient,STRING BEAN
Sure-Jell,,,no_match,NO_MATCH
carambola,,,no_match,NO_MATCH
melon ball,"0,32","1506,5",ingredient,ROCKMELON
cherry Kool-Aid,"0,46","1506,5",ingredient,CHERRY
sago,,,no_match,NO_MATCH
apple syrup,"2,86",1140,ingredient,APPLE JUICE (I)
slice lemon,"0,34",642,ingredient,LEMON
strawberry extract,"0,61",413,ingredient,STRAWBERRY
lavender flower,,,no_match,NO_MATCH
chicory lettuce,"0,41",237,ingredient,LETTUCE
mint sauce,"0,84",288,ingredient,PEPPERMINT
groat,"0,57",2536,ingredient,OAT GROATS
whole star anise,"0,84",8280,ingredient,ANISE
chopped scallion,"1,865","336,0",typology,VEGETABLES
instant mashed potato,"0,24",555,ingredient,POTATO
orange flavoring,"0,30",654,ingredient,ORANGE
spelt,,,no_match,NO_MATCH
soya flour,"1,32",2523,ingredient,SOYBEAN FLOUR
jaggery,,,no_match,NO_MATCH
frozen broccoli,"0,57",336,ingredient,BROCCOLI
fruit juice,"0,46",1019,ingredient,ORANGE JUICE
filling mix,,,no_match,NO_MATCH
instant chicken bouillon,"2,82",3330,ingredient,CHICKEN MEAT WITH BONE
dill pickle relish,,,no_match,NO_MATCH
blueberry yogurt,"0,78",845,ingredient,BLUEBERRY
sweet soy sauce,"1,46",613,ingredient,SOY SAUCE
granola bar,"2,64","2196,5",typology,BREAKFAST CEREALS
