ingredient;cfp;wfp;mapping_type;mapped_item;data_origin;notes;;;
string beans;0,33;547;ingredient;STRING BEAN;;;;;
frozen stir fry vegetables;0,81;339;ingredient;MIXED VEGETABLES (F);;;;;
seven-grain cereal;2,64;2196,5;typology;BREAKFAST CEREALS;;;;;
ramp;;;no_match;NO_MATCH;;;;;
dark rye flour;0,87;1930;ingredient;RYE FLOUR;;;;;
turkey tenderloin;3,88;4325;typology;POULTRY BONE FREE MEAT;;;;;
mandarin orange piece;0,3;654;ingredient;ORANGE;;;;;
pretzel crumb;0,98;1258;typology;CRACKERS;;;;;
sliced fruit;0,81;6847;ingredient;APPLES;;;;;
grated fresh lemon zest;0,34;642;ingredient;LEMON;;;;;
lamb rack;16,7;4362;ingredient;LAMB MEAT WITH BONE*;;;;;
medium pontiac red potato;0,24;555;ingredient;POTATO;;;;;
balsamic syrup;5,37;;ingredient;BALSAMIC VINEGAR OF MODENA, BALSAMIC;https://apps.carboncloud.com/climatehub/product-reports/039153413016/USA;;;;
baby new potato;0,24;555;ingredient;POTATO;;;;;
Chinese mushroom;2,06;;ingredient;MUSHROOM*;;;;;
sorghum molasses;;;no_match;NO_MATCH;;;;;
bullion cube;;;no_match;NO_MATCH;;;;;
fresh parsley leaves;1,18;336;typology;VEGETABLES;;;;;
peeled cored sliced apples;0,81;6847;ingredient;APPLES;;;;;
boniato;;;no_match;NO_MATCH;;;;;
slice soft white bread;0,89;1031;ingredient;BREAD PLAIN**;;;;;
mint chocolate liqueur;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer;;;
shaved sweet chocolate;4,3;;ingredient;CHOCOLATE;;;;;
little gem lettuce;0,41;237;ingredient;LETTUCE;;;;;
cooked peeled tiger shrimp;7,04;1856;ingredient;PRAWNS/SHRIMPS;;;;;
nutri whip;;;no_match;NO_MATCH;;;;;
dash pepper sauce;0,65;379;ingredient;PEPPER;;;;;
fresh apple cider;2,86;1140;ingredient;APPLE JUICE (I);;;;;
galangal root;;;no_match;NO_MATCH;;;;;
thai chili paste;0,84;8280;typology;SPICIES;;;;;
fresh red chili pepper;0,84;8280;typology;SPICIES;;;;;
regular sesame oil;2,11;6792;typology;OIL;;;;;
mild rice vinegar;1,93;;ingredient;Vinegar;https://livelca.com/products/vinegar_e8dd5701-9817-479d-8178-8e01b8dc0026;;;;
red jalapeno chile;0,84;8280;typology;SPICIES;;;;;
opal basil;0,3;;ingredient;BASIL FRESH;https://livelca.com/products/basil-fresh_f6a4ddbe-1c2c-44e8-886e-4d5388d33bb1;;;;
kalua pig;3,44;5798;ingredient;PORK CUTS WITH BONE;;;;;
sambal;;;no_match;NO_MATCH;;;;;
original Bisquick baking mix;1,14;;ingredient;DOUBLE ACTING BAKING POWDER;https://apps.carboncloud.com/climatehub/product-reports/039978003928/USA;;;;
piquillo pepper;0,65;379;ingredient;PEPPER;;;;;
green sugar;0,78;1294,5;typology;SUGAR;;;;;
red sugar;0,78;1294,5;typology;SUGAR;;;;;
tobasco chipotle hot sauce;0,84;8280;typology;SPICIES;;;;;
orange-grapefruit juice;2,86;675;ingredient;GRAPEFRUIT JUICE;;;;;
large prepared tart shell;;;no_match;NO_MATCH;;;;;
corn bread;0,87;1889,5;ingredient;MAIZE FLOUR;;;;;
bourbon whiskey;4,43;;ingredient;John Lee Straight Bourbon Whiskey;https://apps.carboncloud.com/climatehub/product-reports/3012993050501/SWE;;;;
vitamin C powder;;;no_match;NO_MATCH;;;;;
peels;;;no_match;NO_MATCH;;;;;
chana masala;;;no_match;NO_MATCH;;;;;
smoked turkey leg;2,13;3330,3;typology;POULTRY MEAT WITH BONE;;;;;
malt beer;0,69;155;ingredient;BEER*;;;;;
waffle mix;2,15;;ingredient;BUTTERMILK PANCAKE & WAFFLE MIX, BUTTERMILK;https://apps.carboncloud.com/climatehub/product-reports/085239030486/USA;;;;
plum puree;0,32;2180;ingredient;PLUM;;;;;
pandan leaf;;;no_match;NO_MATCH;;;;;
vegan margarine;1,39;1324;ingredient;MARGARINE*;;;;;
chopped fresh cranberry;0,64;276;ingredient;CRANBERRY;;;;;
Equal sugar substitute;;;no_match;NO_MATCH;;;;;
pumpernickel flour;0,87;1889,5;typology;GRAIN FLOUR;;;;;
packet yeast;3,29;;ingredient;YEAST DRIED*;;;;;
chuck steak;25,75;15139;ingredient;BEEF BONE FREE MEAT*;;;;;
veal fillet;;;no_match;NO_MATCH;;;;;
elephant garlic;0,25;589;ingredient;GARLIC;;;;;
fruit dip mix;;;no_match;NO_MATCH;;;;;
caramel dip;;;no_match;NO_MATCH;;;;;
barramundi;;;no_match;NO_MATCH;;;;;
box white cake mix;;;no_match;NO_MATCH;;;;;
drop vegetable oil;;;no_match;NO_MATCH;;;;;
Swanson chicken broth;;;no_match;NO_MATCH;;;;;
red grapefruit juice;2,86;675;ingredient;GRAPEFRUIT JUICE;;;;;
Chex Mix;;;no_match;NO_MATCH;;;;;
sponge cake shell;;;no_match;NO_MATCH;;;;;
prepared brown rice;2,19;1597;ingredient;RICE*;;;;;
farafalle;;;no_match;NO_MATCH;;;;;
garlic spread;0,84;2265;ingredient;GARLIC POWDER;;;;;
moose rump roast;;;no_match;NO_MATCH;;;;;
wheat pancake mix;2,15;;ingredient;BUTTERMILK PANCAKE MIX;https://apps.carboncloud.com/climatehub/product-reports/078716001505/USA;;;;
firm margarine;1,39;1324;ingredient;MARGARINE*;;;;;
emulsion;1,88;11264;ingredient;ALMOND;;"In the recipe that uses this ingredient it refers to almond emulsion; should be fixed";;;
animal cracker;0,98;1258;typology;CRACKERS;;;;;
patty;0,84;288;ingredient;PEPPERMINT;;Refers to peppermint pattie, should be fixed;;;
sheet aluminum foil;;;no_match;NO_MATCH;;;;;
worcestershire sauce;6,7;;ingredient;Worcestershire sauce dunk;https://apps.carboncloud.com/climatehub/product-reports/id/2575458351365;;;;
liquid amino acid;5,33;;ingredient;Amino acids;https://apps.carboncloud.com/climatehub/product-reports/id/3462679691924;;;;
corn tortillas;;;no_match;NO_MATCH;;;;;
krusteaz pancake mix;2,15;;ingredient;BUTTERMILK PANCAKE MIX;https://apps.carboncloud.com/climatehub/product-reports/078716001505/USA;;;;
whole graham cracker;0,97;617;ingredient;WHOLEGRAIN CRACKERS**;;;;;
mango pickle;0,31;1855;ingredient;MANGO;;;;;
irish creme syrup;0,93;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups;;;
lemon leaf;0,34;642;ingredient;LEMON;;;;;
swiss steak;;;no_match;NO_MATCH;;;;;
cracked black peppercorns;0,65;379;ingredient;PEPPER;;;;;
dash red pepper sauce;0,65;379;ingredient;PEPPER;;;;;
canola oil mayonnaise;1,46;572;ingredient;MAYONNAISE;;;;;
chopped pitted prune;0,81;2636,5;typology;DRIED FRUIT;;;;;
gluten-free soy sauce;1,46;613;ingredient;SOY SAUCE;;;;;
blackberry syrup;0,93;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Syrup used as proxy for every syrup, this could understimate value of specific ultraprocessed syrups;;;
dried bread;0,86;667;ingredient;BREAD;;;;;
dark german beer;0,69;155;ingredient;BEER*;;;;;
frying;;;no_match;NO_MATCH;;;;;
hot cherry pepper;0,65;379;ingredient;PEPPER;;;;;
gammon;;;no_match;NO_MATCH;;;;;
dried whole thyme;;;no_match;NO_MATCH;;;;;
mint tea;0,4;;ingredient;Tea;https://livelca.com/products/tea_3d049a81-4234-481c-8aba-74d0297e8e7c;;;;
cold black coffee;0,55;960;typology;COFFEE LIQUID;;;;;
jar salsa;1,19;151,3;typology;TOMATO SAUCE;;;;;
Asian seasoning;0,84;8280;typology;SPICIES;;;;;
goat meat;20,96;;ingredient;Goat;https://livelca.com/products/goat_1a8469e2-12bd-4637-bb43-80249e256647;;;;
coconut pudding;2,45;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding;;;
inches unbaked pie shell;;;no_match;NO_MATCH;;;;;
shaved ice;4,3;1599;typology;ICE CREAM;;;;;
box dark chocolate cake mix;3,16;20717;typology;CHOCOLATE;;;;;
fruit salad;2,15;748;typology;FRUIT;;;;;
citrus juice;2,86;675;ingredient;GRAPEFRUIT JUICE;;;;;
noodle soup;;;no_match;NO_MATCH;;;;;
natural yoghurt;2,55;1040;ingredient;YOGURT WHITE LACTOSE FREE;;;;;
frozen English pea;0,81;850;ingredient;PEAS (F);;;;;
dry red chili powder;0,84;8280;typology;SPICIES;;;;;
hot chili flakes;0,84;8280;typology;SPICIES;;;;;
peeled and cored pineapple;0,55;255;ingredient;PINEAPPLE (I);;;;;
small orange;0,3;654;ingredient;ORANGE;;;;;
oat bran flake;2,64;2416;ingredient;OAT FLAKES;;;;;
dry kidney bean;0,43;5053;ingredient;BEAN;;;;;
dried pinto bean;0,52;4615;typology;LEGUMES DRIED;;;;;
canned crushed tomatoes;1,48;806,6;typology;VEGETABLES CANNED;;;;;
canned chick-peas;0,78;555,5;typology;LEGUMES CANNED;;;;;
Rice Dream milk;0,54;2030;ingredient;RICE MILK;;;;;
Willow Run soy margarine;;;no_match;NO_MATCH;;;;;
8-inch unbaked pie shell;;;no_match;NO_MATCH;;;;;
skinless chicken thigh;3,68;3960;ingredient;CHICKEN BONE FREE MEAT;;;;;
kumara sweet potato;0,27;383;ingredient;SWEET POTATO;;;;;
medium jonathan apple;0,25;622;ingredient;APPLE;;;;;
jigger;;;no_match;NO_MATCH;;;;;
sheet nori;;;no_match;NO_MATCH;;;;;
Cinnamon Chex Cereal;2,64;2196,5;typology;BREAKFAST CEREALS;;;;;
wheat Chex cereal;2,64;2196,5;typology;BREAKFAST CEREALS;;;;;
honey nut Chex cereal;2,64;2196,5;typology;BREAKFAST CEREALS;;;;;
cherry pulp;0,46;1506,5;ingredient;CHERRY;;;;;
chowder;;;no_match;NO_MATCH;;;;;
Fisher Dried Sweetened Cranberries;0,64;276;ingredient;CRANBERRY;;;;;
Fisher Chefs Naturals Slivered Almonds;1,88;11264;ingredient;ALMOND;;;;;
round brie cheese;8,93;5253;ingredient;CHEESE;;;;;
pomegranate-blueberry juice;2,86;1019;typology;FRUIT JUICE;;;;;
Jiffy baking mix;1,14;;ingredient;DOUBLE ACTING BAKING POWDER;https://apps.carboncloud.com/climatehub/product-reports/039978003928/USA;;;;
frozen banana;0,34;748;ingredient;BANANA;;;;;
non-fat vanilla frozen yogurt;2,55;1540;typology;YOGURT;;;;;
condensed chicken noodle soup;;;no_match;NO_MATCH;;;;;
roughly chopped pine nuts;;;no_match;NO_MATCH;;;;;
deer chop;;;no_match;NO_MATCH;;;;;
minced fresh gingerroot;0,84;1657;ingredient;GINGER;;;;;
prepared sweet-and-sour mix;2,86;1019;typology;FRUIT JUICE;;;;;
bottle ginger ale;;;no_match;NO_MATCH;;;;;
light soymilk;0,78;2030;ingredient;SOY MILK;;;;;
raspberry Schnapps;0,64;413;ingredient;RASPBERRY;;;;;
ground nut oil;2,11;7529;ingredient;PEANUT OIL;;;;;
fresh green beans;0,52;555,5;ingredient;GREEN BEAN (fresh);;;;;
nasturtium;;;no_match;NO_MATCH;;;;;
whipped dessert topping mix;2,42;;ingredient;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT;https://agribalyse.ademe.fr/app/aliments/19430;Cr�me de lait, 15 � 20% MG, l�g�re, semi-�paisse, UHT used as proxy for every whipped topping (panna montata);;;
pork cube steak;;;no_match;NO_MATCH;;;;;
Bragg liquid amino;5,33;;ingredient;Amino acids;https://apps.carboncloud.com/climatehub/product-reports/id/3462679691924;;;;
vegetable bouillon granule;1,75;;ingredient;Vegetable Bouillon, cubes;https://apps.carboncloud.com/climatehub/product-reports/id/164865146932;;;;
freshly squeezed lemon juice;0,34;642;ingredient;LEMON;;;;;
french bread;0,86;667;ingredient;BREAD;;;;;
ear fresh corn;0,33;750,5;typology;VEGETABLES OPENFIELD;;;;;
diced turkey;;;no_match;NO_MATCH;;;;;
jalapeno ketchup;1,46;534;ingredient;KETCHUP;;;;;
peach and vidallia hot sauce;1,18;336;typology;VEGETABLES;;;;;
small avocado;0,54;1805;ingredient;AVOCADO;;;;;
roasted sesame seed;0,88;9371;ingredient;SESAM SEED;;;;;
gefilte fish;4,99;2313,5;ingredient;FISH MIXED;;;;;
canned chipotle chiles;0,84;8280;typology;SPICIES;;;;;
forbidden rice;0,57;2230;ingredient;RICE GROATS;;;;;
coriander paste;0,84;8280;ingredient;CORIANDER;;;;;
English pea;0,45;1979;ingredient;PEA;;;;;
slices lemon;0,34;642;ingredient;LEMON;;;;;
large artichoke;0,33;818;ingredient;ARTICHOKE;;;;;
dash white pepper;0,84;8280;typology;SPICIES;;;;;
thin cut pork chop;3,44;5798;ingredient;PORK CUTS WITH BONE;;;;;
ground date;0,81;2636,5;ingredient;DATE;;;;;
salted beef bouillon cube;36,8;;ingredient;VALU TIME, BEEF BOUILLON CUBES;https://apps.carboncloud.com/climatehub/product-reports/011225125584/USA;;;;
oat Chex cereal;2,64;2196,5;typology;BREAKFAST CEREALS;;;;;
corn puff;2,64;2196,5;typology;BREAKFAST CEREALS;;;;;
miniature pretzel twist;0,98;1258;typology;CRACKERS;;;;;
finely ground walnut;2,06;11264;ingredient;WALNUT;;;;;
sumaq;0,84;8280;typology;SPICIES;;;;;
garlic scapes;1,18;336;typology;VEGETABLES;;;;;
soy vay;;;no_match;NO_MATCH;;;;;
stuffed green olive;0,64;3015;ingredient;OLIVES;;;;;
wheat gluten flour;0,57;4189;ingredient;WHEAT GLUTEN;;;;;
partridge;;;no_match;NO_MATCH;;;;;
purslane;;;no_match;NO_MATCH;;;;;
saba;;;no_match;NO_MATCH;;;;;
apple dip;;;no_match;NO_MATCH;;;;;
thai green curry paste;0,84;8280;typology;SPICIES;;;;;
caramelized sugar;0,78;1294,5;typology;SUGAR;;;;;
granulated maple sugar;0,78;1294,5;typology;SUGAR;;;;;
unrefined sugar;0,78;1294,5;typology;SUGAR;;;;;
matzo cake crumbs;0,86;901,8;typology;BREAD;;;;;
textured vegetable protein;2,27;1724,5;typology;VEGETAL PROTEINS;;;;;
pad Thai sauce;;;no_match;NO_MATCH;;;;;
lychee juice;2,86;1019;typology;FRUIT JUICE;;;;;
coriander sprig;0,84;8280;ingredient;CORIANDER;;;;;
cooked glutinous rice;0,57;2133;typology;PROCESSED GRAINS (grouts, malt);;;;;
barbecue potato chips;;;no_match;NO_MATCH;;;;;
szechuan ground pepper;0,65;379;ingredient;PEPPER;;;;;
lychee tea;0,4;;ingredient;Tea;https://livelca.com/products/tea_3d049a81-4234-481c-8aba-74d0297e8e7c;;;;
sweet bean paste;;;no_match;NO_MATCH;;;;;
vanilla bean seed;0,84;126505;ingredient;VANILLA BEAN;;;;;
boiling chicken stock;;;no_match;NO_MATCH;;;;;
goya sazon;;;no_match;NO_MATCH;;;;;
veal steak;;;no_match;NO_MATCH;;;;;
vermicelli mix;;;no_match;NO_MATCH;;;;;
slice whole meal bread;0,86;901,8;typology;BREAD;;;;;
falafel mix;1,32;2523;typology;LEGUME FLOUR;;;;;
snipped fresh cilantro;0,84;8280;ingredient;CORIANDER;;;;;
slice of coarse country bread;0,86;667;ingredient;BREAD;;;;;
head garlic;0,25;589;ingredient;GARLIC;;;;;
vital wheat gluten flour;0,57;4189;ingredient;WHEAT GLUTEN;;;;;
cold vegetable broth;;;no_match;NO_MATCH;;;;;
date sugar;0,78;1294,5;typology;SUGAR;;;;;
malt;0,57;1950;ingredient;MALT;;;;;
flat mushroom;;;no_match;NO_MATCH;;;;;
dash almond flavoring;25;;ingredient;Synthetic food flavoring, generic;https://apps.carboncloud.com/climatehub/product-reports/id/3218899265196;Synthetic food flavoring, generic used as proxy for every kind of flavoring;;;
cooked pea;0,45;1979;ingredient;PEA;;;;;
gold fish cracker;1,35;1447;ingredient;PLAIN CRACKERS**;;;;;
beef short ribs;17,96;10943;ingredient;BEEF MEAT WITH BONE*;;;;;
fresh chervil;;;no_match;NO_MATCH;;;;;
sheet phyllo pastry;;;no_match;NO_MATCH;;;;;
cranberry horseradish;0,64;276;ingredient;CRANBERRY;;;;;
japanese sesame seed;0,88;9371;ingredient;SESAM SEED;;;;;
lemon grass root;;;no_match;NO_MATCH;;;;;
matzos;0,86;901,8;typology;BREAD;;;;;
sweet wine;0,66;524;typology;WINE;;;;;
vegan chicken seasoning;0,84;8280;typology;SPICIES;;;;;
condensed vegetable beef soup;1,48;806,6;typology;VEGETABLES CANNED;;;;;
cooked mashed potatoes;;;no_match;NO_MATCH;;;;;
pork schnitzel;;;no_match;NO_MATCH;;;;;
sea bass fillet;3,6;2313,5;ingredient;SEA-BASS;;;;;
dry unsweetened coconut;1,07;1971;ingredient;COCONUT (I);;;;;
dried couscous;0,57;2133;typology;PROCESSED GRAINS (grouts, malt);;;;;
halved cherry tomato;;;no_match;NO_MATCH;;;;;
kashmiri red chili;0,84;8280;typology;SPICIES;;;;;
ox tongue;5,99;6177;ingredient;NECK;;;;;
piece bay leaf;;;no_match;NO_MATCH;;;;;
diced plum tomato;;;no_match;NO_MATCH;;;;;
fresh green bell pepper;0,65;379;ingredient;PEPPER;;;;;
fresh sweet red pepper;;;no_match;NO_MATCH;;;;;
sprig fresh dill;;;no_match;NO_MATCH;;;;;
fresh bay leaf;;;no_match;NO_MATCH;;;;;
sliced peaches;0,39;910;ingredient;PEACH;;;;;
blanched almonds;1,88;11264;ingredient;ALMOND;;;;;
real;;;no_match;NO_MATCH;;;;;
konafah;;;no_match;NO_MATCH;;;;;
finely chopped slivered almonds;1,88;11264;ingredient;ALMOND;;;;;
korean red pepper paste;0,84;8280;typology;SPICIES;;;;;
miniature phyllo cup;;;no_match;NO_MATCH;;;;;
dried ancho chiles;0,84;8280;typology;SPICIES;;;;;
sliced maraschino cherry;1,14;;ingredient;MARASCHINO CHERRIES;https://apps.carboncloud.com/climatehub/product-reports/073214005390/USA;;;;
small hot green chili;0,84;8280;typology;SPICIES;;;;;
anchovy stock cube;0,82;2313,5;ingredient;ANCHOVY;;;;;
fried anchovy;0,82;2313,5;ingredient;ANCHOVY;;;;;
box instant lemon pudding;2,45;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding;;;
box lemon cake mix;;;no_match;NO_MATCH;;;;;
stuffed olive;0,64;3015;ingredient;OLIVES;;;;;
curly endive lettuce;0,41;237;ingredient;LETTUCE;;;;;
pineapple jam;1,89;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved;;;
unrefined brown sugar;0,78;1294,5;typology;SUGAR;;;;;
mashed fresh ginger;0,84;1657;ingredient;GINGER;;;;;
tomato pesto;2,72;2174;ingredient;PESTO;;;;;
diced strawberry;0,61;413;ingredient;STRAWBERRY;;;;;
Chinese hot mustard;1,76;;ingredient;Mustard;https://livelca.com/products/mustard_7eb333ac-568e-4de9-ae04-0a4feb790282;;;;
baby carrots;0,81;750,5;ingredient;CARROTS (F);;;;;
carton pasteurized liquid egg-white;3,2;3632;ingredient;EGGS SHELLED;;;;;
link chicken & apple sausage;5,99;6177;ingredient;SAUSAGES;;;;;
large button mushroom;2,06;;ingredient;MUSHROOM*;;;;;
pin;;;no_match;NO_MATCH;;;;;
miso water;;;no_match;NO_MATCH;;;;;
coarsely chopped pecan;;;no_match;NO_MATCH;;;;;
bottle stout beer;0,69;155;typology;BEER;;;;;
skinless salmon fillet;5,19;2313,5;typology;FISH;;;;;
fresh tomatoes;0,45;41;ingredient;TOMATO;;;;;
sliced kalamata olive;0,64;3015;ingredient;OLIVES;;;;;
leafy greens;0,34;292;ingredient;SPINACH;;;;;
fresh bread;0,86;667;ingredient;BREAD;;;;;
minced red pepper;0,65;379;ingredient;PEPPER;;;;;
Egg Beaters;3,2;2562;ingredient;EGGS*;;;;;
soft silken tofu;2,27;1724;ingredient;TOFU;;;;;
tuna fillet;3,68;2313,5;ingredient;TUNA;;;;;
fresh grated orange rind;2,15;748;typology;FRUIT;;;;;
shredded pared carrot;0,24;195;ingredient;CARROT;;;;;
shredded pared apple;0,81;6847;ingredient;APPLES;;;;;
white chocolate syrup;3,16;20717;typology;CHOCOLATE;;;;;
Splenda Sugar Blend;0,78;1294,5;typology;SUGAR;;;;;
house seasoning;0,84;8280;typology;SPICIES;;;;;
scoop chocolate ice cream;4,3;1599;typology;ICE CREAM;;;;;
slider roll;;1599;no_match;NO_MATCH;;;;;
Chinese pea pod;0,52;595;ingredient;PEA (fresh);;;;;
coarse flour;0,87;1849;ingredient;WHEAT FLOUR;;;;;
Baileys mint chocolate irish cream liqueur;3,39;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer;;;
vanilla vodka;2,04;;ingredient;Vodka;https://livelca.com/products/vodka_ebf808cc-3bd7-4200-8c1a-a70f7a9b700d;Vodka used as proxy for every kind of vodka;;;
chocolate stick;4,3;;ingredient;CHOCOLATE;;;;;
medium white onion;0,22;290;ingredient;ONION;;;;;
medium white potato;0,24;555;ingredient;POTATO;;;;;
jalapenos;0,65;379;ingredient;PEPPER;;;;;
gluten free Rice Chex;2,64;2196,5;typology;BREAKFAST CEREALS;;;;;
amish batter;;;no_match;NO_MATCH;;;;;
raw carrot;0,24;195;ingredient;CARROT;;;;;
grated cranberry;0,64;276;ingredient;CRANBERRY;;;;;
peep;;;no_match;NO_MATCH;;;;;
cooked jasmine rice;2,19;1597;ingredient;RICE*;;;;;
package lemon cake mix;;;no_match;NO_MATCH;;;;;
package instant lemon pudding mix;2,45;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding;;;
grated bittersweet chocolate;3,16;20717;ingredient;DARK CHOCOLATE;;;;;
fresh berry;0,78;845;ingredient;BLUEBERRY;;;;;
pappadam;;;no_match;NO_MATCH;;;;;
rotisserie-cooked chicken;3,68;3960;ingredient;CHICKEN BONE FREE MEAT;;;;;
summer savory;0,84;8280;typology;SPICIES;;;;;
powdered sugar glaze;0,78;1294,5;typology;SUGAR;;;;;
whole wheat noodle;;;no_match;NO_MATCH;;;;;
English seedless cucumber;0,27;353;ingredient;CUCUMBER;;;;;
dry lentils;0,52;5874;ingredient;LENTIL;;;;;
pork sirloin roast;3,44;5798;ingredient;PORK CUTS WITH BONE;;;;;
dried elderberries;0,81;2636,5;typology;DRIED FRUIT;;;;;
sugar beet molasses;;;no_match;NO_MATCH;;;;;
mead;;;no_match;NO_MATCH;;;;;
light chunk tuna;3,68;2313,5;ingredient;TUNA;;;;;
Thai curry paste;0,84;8280;typology;SPICIES;;;;;
balsamic glaze;5,37;;ingredient;BALSAMIC VINEGAR OF MODENA, BALSAMIC;https://apps.carboncloud.com/climatehub/product-reports/039153413016/USA;;;;
large green cabbage head;1,18;336;typology;VEGETABLES;;;;;
bunch coriander;0,84;8280;ingredient;CORIANDER;;;;;
piri-piri;;;no_match;NO_MATCH;;;;;
white fish;5,19;2313,5;typology;FISH;;;;;
wood chip;;;no_match;NO_MATCH;;;;;
shoyu soy sauce;1,46;613;ingredient;SOY SAUCE;;;;;
bran bud;;;no_match;NO_MATCH;;;;;
green pepper slice;0,65;379;ingredient;PEPPER;;;;;
dill sprig;1,18;336;typology;VEGETABLES;;;;;
crostini;1,35;1423,3;typology;CRISPBREAD;;;;;
minced green onion;0,22;290;ingredient;ONION;;;;;
minced green pepper;0,65;379;ingredient;PEPPER;;;;;
bread dressing;0,86;667;ingredient;BREAD;;;;;
candied yam;1,99;2158;typology;SWEETS;;;;;
refrigerated pie crust;;;no_match;NO_MATCH;;;;;
baloney;;;no_match;NO_MATCH;;;;;
creamed spinach;0,34;292;ingredient;SPINACH;;;;;
cold margarine;;;no_match;NO_MATCH;;;;;
raisin juice;2,86;1019;typology;FRUIT JUICE;;;;;
finely chopped almond;1,88;11264;ingredient;ALMOND;;;;;
corn flour;0,87;1889,5;ingredient;MAIZE FLOUR;;;;;
tenderizer;;;no_match;NO_MATCH;;;;;
shredded cooked chicken;3,68;3960;ingredient;CHICKEN BONE FREE MEAT;;;;;
crumbled feta;5,45;5253;typology;CHEESE FRESH;;;;;
candy leaf;0,73;;ingredient;Stevia drops natural 10x50ml;https://apps.carboncloud.com/climatehub/product-reports/856991004448/SWE;Candy leaf is the stevia;;;
acini di pepe pasta;0,84;7611;ingredient;PEPPER (PIPER SPP.);;;;;
