ingredient;cfp;wfp;mapping_type;mapped_item;data_origin;notes
sugar-free chunky peanut butter;1.840;;ingredient;PEANUT BUTTER;;
uncooked oatmeal;0.870;2536.000;ingredient;OAT MEAL;;
whole wheat couscous;0.570;2133.000;typology;PROCESSED GRAINS (grouts, malt);;Self-mapped
sprig thyme;0.840;8280.000;typology;SPICIES;;
mussels;0.460;1856.000;ingredient;MUSSELS;;
toasted rice cereal;2.640;2196.500;typology;BREAKFAST CEREALS;;
box peach Jell-O;1.740;;ingredient;Gélatine, sèche;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;Gélatine, sèche used as proxy for every jelly
large ripe peaches;0.390;910.000;ingredient;PEACH;;
graham crackers;0.980;1258.000;typology;CRACKERS;;
cooked;;;TOO_GENERIC;TOO_GENERIC;;
instant banana pudding mix;2.450;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding
garden salsa pepper;0.650;379.000;ingredient;PEPPER;;
raisin pumpernickel bread;0.860;901.800;typology;BREAD;;
rye roll;0.860;901.800;typology;BREAD;;
smoked chicken breast;3.680;3960.000;ingredient;CHICKEN BONE FREE MEAT;;
Pickapeppa Sauce;0.840;8280.000;typology;SPICIES;;Self-mapped
ground chipotle chile pepper;0.840;8280.000;typology;SPICIES;;
chipotle cheddar cheese;8.930;5253.000;ingredient;CHEESE;;
rosemary bread;0.890;1031.000;ingredient;BREAD PLAIN**;;
quart skim milk;1.440;1599.000;typology;ANIMAL MILK;;
turkey carcass;2.130;3330.300;typology;POULTRY MEAT WITH BONE;;
Anjou pear;0.270;922.000;ingredient;PEAR;;
red serrano chili;0.840;8280.000;typology;SPICIES;;
large chicken breast;3.680;3960.000;ingredient;CHICKEN BONE FREE MEAT;;
jalapeno cheddar cheese;8.930;5253.000;ingredient;CHEESE;;
bunch dill;0.330;750.500;typology;VEGETABLES OPENFIELD;;
lavender bud;;;NO_MATCH;NO_MATCH;;
udon noodles;3.150;4637.000;ingredient;EGG PASTA*;;
baby sweetcorn;0.480;1191.000;ingredient;MAIZE;;
fresh Italian sausage;5.990;6177.000;ingredient;SAUSAGES;;
prepared refrigerated polenta;0.870;1889.500;typology;GRAIN FLOUR;;
split garlic clove;0.250;589.000;ingredient;GARLIC;;
French toast;0.860;901.800;typology;BREAD;;
peeled shrimp;7.040;1856.000;ingredient;PRAWNS/SHRIMPS;;
crushed dried chili;0.650;379.000;ingredient;PEPPER;;
coriander chutney;0.840;8280.000;ingredient;CORIANDER;;
Mexican-style tomato;0.450;41.000;ingredient;TOMATO;;
whole coriander seed;0.840;8280.000;ingredient;CORIANDER;;
ground sausage;5.990;6177.000;ingredient;SAUSAGES;;
slice of sandwich cheese;8.930;5253.000;ingredient;CHEESE;;
eight-grain;0.570;1618.000;typology;GRAINS;;
chopped chipotle chile;0.840;8280.000;typology;SPICIES;;
lowfat margarine;1.390;1324.000;ingredient;MARGARINE*;;
dessert;2.850;;ingredient;Cheesecake ou Gâteau au fromage frais, rayon frais;https://agribalyse.ademe.fr/app/aliments/19689;"The original recipe, when mentioning to the ingredient ""dessert"" refers to a mix used to prepare a sort of cheescake. Open food facts relate a mix for cheesecke like (https://world-it.openfoodfacts.org/product/4260556632698/yfood-pulver-lemon-cheesecake-lassi) to the cheesecake ingredient of agribalyse"
large fresh strawberry;0.610;413.000;ingredient;STRAWBERRY;;
packet dry enchilada mix;0.840;8280.000;typology;SPICIES;;Self-mapped
chocolate chip bread;1.530;2902.000;ingredient;CHOCOLATE OR CREAM FILLED COOKIES**;;Self-mapped
Kraft mayonnaise;1.460;572.000;ingredient;MAYONNAISE;;
spicy seafood seasoning;0.840;7611.000;ingredient;PEPPER (PIPER SPP.);;
crumb crust;0.980;1258.000;typology;CRACKERS;;Self-mapped
roasted soybean;0.560;4615.000;ingredient;SOYBEAN;;
cheesecake mix;2.850;;ingredient;Cheesecake ou Gâteau au fromage frais, rayon frais;https://agribalyse.ademe.fr/app/aliments/19689;Open food facts relate a mix for cheesecke like (https://world-it.openfoodfacts.org/product/4260556632698/yfood-pulver-lemon-cheesecake-lassi) to the cheesecake ingredient of agribalyse
plain sweet biscuit crumbs;1.350;1447.000;ingredient;PLAIN CRACKERS**;;
Hershey kiss;4.300;;ingredient;CHOCOLATE;;
herb stock;0.260;;ingredient;Herbs, open field, fresh;https://apps.carboncloud.com/climatehub/product-reports/id/482093060569;Self-mapped
pimiento chile;0.650;379.000;ingredient;PEPPER;;
sambal chili paste;0.840;8280.000;typology;SPICIES;;
lindt dark chocolate square;3.160;20717.000;ingredient;DARK CHOCOLATE;;
blackberry preserves;1.890;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved
romaine leaf;0.410;237.000;ingredient;LETTUCE;;
mini pita pocket;0.860;667.000;ingredient;BREAD;;Self-mapped
template5;;;NOT_FOOD;NOT_FOOD;;
heath toffee;2.740;;ingredient;Toffees;https://livelca.com/products/toffees_b0dee6db-9d0d-46c2-bcf1-34eeabfbebc5;
Skor chips;;;NO_MATCH;NO_MATCH;;
cherry frosting;1.140;;ingredient;WHITE FROSTING;https://apps.carboncloud.com/climatehub/product-reports/070980322966/USA;WHITE FROSTING used as proxy for every frosing
korma paste;0.840;8280.000;typology;SPICIES;;Self-mapped
dulce de leche ice cream;4.300;1599.000;typology;ICE CREAM;;
peppermint oil;0.840;1599.000;ingredient;PEPPERMINT;;
muscat wine;0.660;524.000;ingredient;WINE*;;
Almond Bark;1.880;11264.000;ingredient;ALMOND;;
wheaties;2.640;2196.500;typology;BREAKFAST CEREALS;;
freshly brewed espresso;0.550;960.000;ingredient;ESPRESSO (L);;
bottled Italian salad dressing;1.460;572.000;typology;DRESSING;;Self-mapped
sugar-free instant pudding;2.450;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding
clear vanilla;4.300;;ingredient;VANILLA;;
lite frozen whipped topping;2.420;;ingredient;Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT, UHT;https://agribalyse.ademe.fr/app/aliments/19430;Crème de lait, 15 à 20% MG, légère, semi-épaisse, UHT, UHT used as proxy for every whipped topping (panna montata)
abondance cheese;8.930;5253.000;ingredient;CHEESE;;
smoked lardons;5.990;6177.000;typology;PORK CURED MEAT;;
bottom;0.330;818.000;ingredient;ARTICHOKE;;Artichoke (should be fixed)
lettuce head;0.410;237.000;ingredient;LETTUCE;;
cheshire cheese;8.930;5253.000;ingredient;CHEESE;;
asafoetida powder;0.840;8280.000;typology;SPICIES;;
chopped celery heart;0.330;362.000;ingredient;CELERY;;
lemon thyme leaf;0.840;8280.000;typology;SPICIES;;
beef hot dog;5.990;6177.000;ingredient;SAUSAGES;;Self-mapped
puffed millet;0.570;4478.000;ingredient;MILLET;;
Puffed Kashi;2.640;2196.500;typology;BREAKFAST CEREALS;;
crushed peanuts;0.830;2782.000;ingredient;PEANUT;;
packet hot chocolate cocoa powder;3.160;15618.000;ingredient;COCOA POWDER;;
dash cinnamon;0.840;15526.000;ingredient;CINNAMON;;
cut;;;NO_MATCH;NO_MATCH;;
low-fat buttermilk baking mix;1.140;;ingredient;DOUBLE ACTING BAKING POWDER;https://apps.carboncloud.com/climatehub/product-reports/039978003928/USA;
seafood stock;2.120;2313.500;typology;FISH PROCESSED;;
deli roast beef;25.750;15139.000;ingredient;BEEF BONE FREE MEAT*;;Self-mapped
cheesecake;1.990;2158.000;typology;SWEETS;;
tofu shirataki noodles;2.270;1724.000;ingredient;TOFU;;
honey butter;8.480;5659.000;ingredient;BUTTER*;;
yellow capsicum;0.650;379.000;ingredient;PEPPER;;
mini meringue;;;NO_MATCH;NO_MATCH;;
creamed honey;1.740;;ingredient;HONEY*;;Self-mapped
snipped parsley;0.775;336.000;typology;VEGETABLES;;
citrus lemon pepper;0.840;8280.000;typology;SPICIES;;
chili with beans;0.780;555.500;typology;LEGUMES CANNED;;
prepared graham cracker crust;0.980;1258.000;typology;CRACKERS;;
pre-baked pie crust;1.350;1423.300;typology;CRISPBREAD;;Self-mapped
Jello gelatin;1.740;;ingredient;Gélatine, sèche;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;Gélatine, sèche used as proxy for every jelly
hot carbonated lemon-lime beverage;1.350;;ingredient;Carbonated soft drink, aluminium can;https://apps.carboncloud.com/climatehub/product-reports/id/332704005785;Self-mapped
cold carbonated lemon-lime beverage;1.350;;ingredient;Carbonated soft drink, aluminium can;https://apps.carboncloud.com/climatehub/product-reports/id/332704005785;Self-mapped
bottles belgian style white beer;0.960;155.000;ingredient;BEER IN GLASS;;
medium orange;0.300;654.000;ingredient;ORANGE;;
worm;2.840;4341.000;ingredient;MEALWORMS*;;
diced yellow onion;0.220;290.000;ingredient;ONION;;
diced green bell pepper;0.650;379.000;ingredient;PEPPER;;
strands;0.330;547.000;ingredient;STRING BEAN;;
bunch fresh coriander;0.840;8280.000;ingredient;CORIANDER;;
low-sodium tamari;1.460;613.000;ingredient;SOY SAUCE;;Self-mapped
thin whole wheat spaghetti;1.210;1508.000;ingredient;PASTA*;;
saf yeast;3.290;;ingredient;YEAST DRIED*;;
canned chick-pea;0.780;555.500;typology;LEGUMES CANNED;;
fresh red chilies;0.840;8280.000;typology;SPICIES;;
minced orange zest;0.460;1019.000;ingredient;ORANGE JUICE;;
kale leaf;0.340;292.000;ingredient;SPINACH;;
fig preserve;1.890;;ingredient;Jam;https://livelca.com/products/jam_3c8262e5-0d2e-4973-a039-ffcb35172cb9;Jam used as proxy for every  kind of jam, or preserved
bran-rich flour;0.870;1849.000;ingredient;WHEAT FLOUR;;
lecithin granules;;;NO_MATCH;NO_MATCH;;
Apple Jacks cereal;0.810;6847.000;ingredient;APPLES;;
low-fat parmesan cheese;9.590;5060.000;ingredient;CHEESE GRATED;;
crisco butter flavor shortening;1.390;1324.000;ingredient;MARGARINE*;;
nettle;;;NO_MATCH;NO_MATCH;;
cinnamon spread;;;NO_MATCH;NO_MATCH;;
pepper strip;0.650;379.000;ingredient;PEPPER;;
soba noodles;3.150;4637.000;ingredient;EGG PASTA*;;
compressed yeast cake;0.820;51.000;ingredient;YEAST COMPRESSED*;;
dark Creme de Cacao;3.160;20717.000;typology;CHOCOLATE;;
grated pecorino romano cheese;9.590;5060.000;ingredient;CHEESE GRATED;;
Godiva white chocolate liqueur;3.390;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer
mixed seeds;0.880;3087.500;typology;SEEDS;;
black Greek olive;0.640;3015.000;ingredient;OLIVES;;
dark sesame;0.880;3087.500;typology;SEEDS;;
naan flat bread;0.860;667.000;ingredient;BREAD;;
pre-cooked pasta;1.210;1508.000;ingredient;PASTA*;;
baby tomatoes;0.450;41.000;ingredient;TOMATO;;
large radish;0.250;272.000;ingredient;RADISH;;
cucumber ranch dressing;1.460;572.000;typology;DRESSING;;Self-mapped
chili hot beans;0.780;555.500;typology;LEGUMES CANNED;;
jalapeno cheese;8.930;5253.000;ingredient;CHEESE;;
squid ring;5.800;1856.000;ingredient;SQUID;;
baby clam;5.670;1856.000;typology;SHELLFISH;;
caesar salad dressing mix;1.460;572.000;typology;DRESSING;;
sardines;0.900;2313.500;ingredient;SARDINE;;
cappuccino;0.550;960.000;ingredient;ESPRESSO (L);;
knox unflavored gelatin;1.740;;ingredient;Gélatine, sèche;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;Gélatine, sèche used as proxy for every jelly
pork rib roast;3.440;5798.000;ingredient;PORK CUTS WITH BONE;;
reduced-calorie margarine;1.390;1324.000;ingredient;MARGARINE*;;
red grape tomato;0.450;41.000;ingredient;TOMATO;;
yellow grape tomato;0.450;41.000;ingredient;TOMATO;;Self-mapped
cooked cannellini bean;0.780;555.500;typology;LEGUMES CANNED;;
thick;1.210;1508.000;ingredient;PASTA*;;Spaghetti (should be fixed)
large Red Delicious apple;0.810;6847.000;ingredient;APPLES;;
butter lettuce leaf;0.410;237.000;ingredient;LETTUCE;;
rapini;;;NO_MATCH;NO_MATCH;;
shell pasta;1.210;1508.000;ingredient;PASTA*;;
baby english spinach leaf;0.340;292.000;ingredient;SPINACH;;
extra cracked black pepper;0.650;379.000;ingredient;PEPPER;;
funghi;2.060;;ingredient;MUSHROOM*;;
continental hot dog;5.990;6177.000;ingredient;SAUSAGES;;Self-mapped
grated tasty cheese;9.590;5060.000;ingredient;CHEESE GRATED;;
acini di pepe;0.840;7611.000;ingredient;PEPPER (PIPER SPP.);;Self-mapped
kalamata;0.640;3015.000;ingredient;OLIVES;;Self-mapped
package frozen peas;0.810;850.000;ingredient;PEAS (F);;
reserved pasta cooking liquid;;;NO_MATCH;NO_MATCH;;
diced canned tomato;1.470;713.000;ingredient;TOMATO CHOPPED;;
cold mashed potatoes;0.240;555.000;ingredient;POTATO;;Self-mapped
pigs foot;3.440;4361.000;ingredient;PORK MEAT WITH BONE*;;
butter-nut flavoring;25.000;;ingredient;Synthetic food flavoring, generic;https://apps.carboncloud.com/climatehub/product-reports/id/3218899265196;Synthetic food flavoring, generic used as proxy for every kind of flavoring
finely chopped young pecans;1.110;11264.000;typology;NUTS;;
white Creme de Cacao;3.160;20717.000;typology;CHOCOLATE;;
rack of lamb;16.700;4362.000;ingredient;LAMB MEAT WITH BONE*;;
basil pesto sauce;2.720;2174.000;ingredient;PESTO;;
rennet;;;NO_DATA;NO_DATA;;
quorn mince;2.270;1724.000;ingredient;QUORNE;;Self-mapped
gravy granule;;;NO_MATCH;NO_MATCH;;
shredded orange peel;0.300;654.000;ingredient;ORANGE;;
boxes;;;NO_MATCH;NO_MATCH;;
onion and pepper blend;0.840;8280.000;typology;SPICIES;;
pickle slice;0.775;336.000;typology;VEGETABLES;;
glazed walnut;2.060;11264.000;ingredient;WALNUT;;
Milk Dud;1.310;1260.500;ingredient;COW MILK;;Self-mapped
coarse cornmeal;0.870;1889.500;typology;GRAIN FLOUR;;
bubble;2.640;2196.500;typology;BREAKFAST CEREALS;;Self-mapped
dried sweetened cranberries;0.640;276.000;ingredient;CRANBERRY;;
english walnut;2.060;11264.000;ingredient;WALNUT;;
granny apple;0.810;6847.000;ingredient;APPLES;;
quick-cooking rolled oats;2.640;2416.000;ingredient;OAT FLAKES;;
cooked butter bean;0.430;5053.000;ingredient;BEAN;;
medium sweet potato;0.270;383.000;ingredient;SWEET POTATO;;
M&M bits;3.160;20717.000;typology;CHOCOLATE;;Self-mapped
shelled walnut;1.110;9172.500;ingredient;WALNUT SHELLED;;
gluten-free crisp rice cereal;2.640;2196.500;typology;BREAKFAST CEREALS;;
Cotija cheese;8.930;5253.000;ingredient;CHEESE;;
jelly powder;1.740;;ingredient;Gélatine, sèche;https://agribalyse.ademe.fr/app/aliments?search=G%C3%A9latine;Self-mapped
thin coconut milk;0.540;2030.000;ingredient;COCONUT MILK;;
thick coconut milk;0.540;2030.000;ingredient;COCONUT MILK;;
stars;4.300;;ingredient;CHOCOLATE;chocolate stars;
dried rice;2.190;1597.000;ingredient;RICE*;;
Cheese;8.930;5253.000;ingredient;CHEESE;;
dried crushed red pepper flakes;0.650;379.000;ingredient;PEPPER;;
toasted peanut;0.830;2782.000;ingredient;PEANUT;;
oat cereal;2.640;2416.000;ingredient;OAT FLAKES;;
light mozzarella cheese;8.200;5253.000;ingredient;MOZZARELLA;;
reduced-fat peanut butter;1.840;;ingredient;PEANUT BUTTER;;
Frito corn chips;0.570;1081.000;ingredient;MAIZE GROATS;;Self-mapped
box instant lemon pudding mix;2.450;;ingredient;Pudding;https://apps.carboncloud.com/climatehub/product-reports/id/2262898845690;Pudding used as proxy for every pudding
flavored oil;2.110;6792.000;typology;OIL;;
shelled shrimp;7.040;1856.000;ingredient;PRAWNS/SHRIMPS;;
cream of shrimp soup;7.040;1856.000;ingredient;PRAWNS/SHRIMPS;;
vegan cheese;2.270;1724.500;typology;VEGETAL PROTEINS;;
pawpaw;0.320;460.000;ingredient;PAPAYA;;
creamy goat cheese;9.590;5253.000;ingredient;GOAT CHEESE;;
powdered sugar icing;0.780;1294.500;typology;SUGAR;;
honey-wheat bagel;0.860;901.800;typology;BREAD;;
almond brickle chips;1.880;11264.000;ingredient;ALMOND;;
del monte diced tomato;1.480;806.600;typology;VEGETABLES CANNED;;
redfish fillet;5.190;2313.500;typology;FISH;;
paul prudhommes magic sodium-free seasoning;0.840;8280.000;typology;SPICIES;;
Italian bread slice;0.860;667.000;ingredient;BREAD;;
carnaroli rice;2.190;1597.000;ingredient;RICE*;;
chicken rub;0.840;8280.000;typology;SPICIES;;
rye crisp;0.570;1554.000;ingredient;RYE;;
chopped mezzetta sweet red cherry pepper;0.650;379.000;ingredient;PEPPER;;
smoked mussel;0.460;1856.000;ingredient;MUSSELS;;
diced pimento pepper;0.650;379.000;ingredient;PEPPER;;
minced pimiento;0.650;379.000;ingredient;PEPPER;;
coarsely chopped toasted walnut;2.060;11264.000;ingredient;WALNUT;;
rounds;0.860;901.800;typology;BREAD;;Pumpernickel rounds (should be fixed)
italian salami;5.990;6177.000;typology;PORK CURED MEAT;;
julienne vegetable;0.540;362.000;ingredient;VEGETABLES;;
large shredded wheat biscuit;1.350;1423.300;typology;CRISPBREAD;;
medium;;;NO_MATCH;NO_MATCH;;
fat free mozzarella cheese;8.200;5253.000;ingredient;MOZZARELLA;;
white cannellini bean;0.430;5053.000;ingredient;BEAN;;
crushed red chili pepper flake;0.840;8280.000;typology;SPICIES;;
bahn pho rice noodle;2.190;1597.000;ingredient;RICE*;;
extra firm tofu;2.270;1724.000;ingredient;TOFU;;
huy fong sriracha garlic sauce;0.840;8280.000;typology;SPICIES;;Self-mapped
fresh Thai pepper;0.840;8280.000;typology;SPICIES;;
unsalted sunflower seeds;0.880;3366.000;ingredient;SUNFLOWER SEED;;
thai peanut sauce;1.840;;ingredient;PEANUT BUTTER;;
package refrigerated sugar cookie dough;1.990;2158.000;typology;SWEETS;;
low-sodium instant chicken bouillon granules;1.750;;ingredient;Vegetable Bouillon, cubes;https://apps.carboncloud.com/climatehub/product-reports/id/164865146932;
no-salt-added whole tomatoes;1.480;806.600;typology;VEGETABLES CANNED;;
diced cooked turkey breast;3.880;4325.000;typology;POULTRY BONE FREE MEAT;;
reduced-fat parmesan cheese;8.930;5253.000;ingredient;CHEESE;;
durum flour;0.470;1889.500;ingredient;DURUM WHEAT;;
buffalo mozzarella;8.200;5253.000;ingredient;MOZZARELLA;;
favorite pasta;1.210;1508.000;ingredient;PASTA*;;
dried crushed red pepper flake;0.650;379.000;ingredient;PEPPER;;
canned low sodium chicken broth;3.880;4325.000;typology;POULTRY BONE FREE MEAT;;Self-mapped
wheat flour tortilla;0.870;1849.000;ingredient;WHEAT FLOUR;;
large whole wheat tortilla;0.360;1889.500;ingredient;WHOLE WHEAT FLOUR;;
garnet yam;0.270;1523.000;typology;STARCHY TUBER;;
package Hidden Valley Original Ranch Dips Mix;1.460;572.000;typology;DRESSING;;
canned black bean;0.780;555.500;ingredient;BEANS IN CAN;;
tinned red kidney bean;0.430;5053.000;ingredient;BEAN;;
baby onion;0.220;290.000;ingredient;ONION;;
hot vegetable stock;1.480;806.600;typology;VEGETABLES CANNED;;
package frozen refrigerated buttermilk biscuit;1.470;1870.300;typology;BISCUITS;;
orange liqueur or orange juice;3.390;;ingredient;Liquer;https://livelca.com/products/liquer_57a03a36-b224-4cfc-89a1-8dcaae696e75;Liquer used as proxy for every liquer
sesame rice cracker;0.980;1258.000;typology;CRACKERS;;
sliced fresh mushrooms;2.060;;ingredient;MUSHROOM*;;
almond bark chocolate;3.160;20717.000;typology;CHOCOLATE;;
envelope country gravy mix;4.030;;ingredient;MIX FOR BEEF GRAVY;https://apps.carboncloud.com/climatehub/product-reports/074826815018/USA;
chopped blanched almond;1.880;11264.000;ingredient;ALMOND;;
shredded ham;7.950;6177.000;ingredient;PORK HAM;;
earth balance butter substitute;8.480;5659.000;ingredient;BUTTER*;;
ammonia;1.140;;ingredient;BAKING SODA;https://apps.carboncloud.com/climatehub/product-reports/039978033918/USA;Self-mapped
pound cake;2.140;1640.000;ingredient;CAKES AND CROISSANT**;;
canned white beans;0.780;555.500;ingredient;BEANS IN CAN;;
canned black beans;0.780;555.500;ingredient;BEANS IN CAN;;
canned green beans;0.780;555.500;ingredient;GREEN BEANS IN CAN;;
diced tomatoes with basil and garlic;1.140;147.000;ingredient;TOMATO & BASIL;;
taco;0.570;1081.000;ingredient;MAIZE GROATS;;
souffer;;;NO_MATCH;NO_MATCH;;
diced granny smith apple;0.810;6847.000;ingredient;APPLES;;
bottle smuckers fat-free butterscotch ice cream topping;0.930;;ingredient;Syrup;https://livelca.com/products/syrup_6929f55c-b391-4961-b016-730f8e7ec77c;Self-mapped
pink lemonade powdered drink mix;2.860;1019.000;typology;FRUIT JUICE;;Self-mapped
onion stem;0.220;290.000;ingredient;ONION;;
lime yogurt;2.550;1540.000;typology;YOGURT;;
fresh dairy buttermilk;1.440;1599.000;ingredient;BUTTERED MILK;;
wash;3.200;2562.000;ingredient;EGGS*;;Self-mapped
light ranch salad dressing;1.460;572.000;typology;DRESSING;;
